TradeID,Date,Stock,Sector,Industry,Signal,Reason,Confidence,EntryPrice,CurrentPrice,Highest,Lowest,EMA20,EMA50,EMA200,RSI,MACD,ADX,ATR,VolumeRatio,RelativeStrength,MomentumIndicators,VolatilityIndicator,VolumeIndicators,BreakoutIndicators,IchimokuIndicators,PatternIndicators,Breakout,Pullback,score,probability,confidence,ranking,SELL score 00.00,SELL Confidence 00.00,SELL Passed 0/0,SELL  probability  %,BUT score 00.00,BUT Confidence 00.00,BUT Passed 0/0,BUT  probability  %,portfolio_allowed,latest_close,market_regime,Decision=NO_TRADE/TRADE,Grade=ACCEPT/REJECT,Rank=0.00,Confidence=0.00,PositionSize,PositionRULE,StopLoss,Target1,Target2,RiskReward,ExpectedHoldDays,HoldingDays,Return,MaxProfit,MaxDrawdown,TechnicalScore,FundamentalScore,NewsScore,OverallScore,Status,ExitReason,ExitDate,AIComment,AIVersion,ANALYSIS REPORT,LEARNIG,OPTIMER,BACKTESET,BuyTier1Passed,BuyTier1Detail,BuyTier2Score,BuyTier3Score,BuyOverallScore,BuyThreshold,SellTier1Passed,SellTier1Detail,SellTier2Score,SellTier3Score,SellOverallScore,SellThreshold,Tier4Block
395,2026-07-23,RELIANCE.NS,Energy,Oil & Gas Refining & Marketing,NO_TRADE,"BUY engine validation failed (combined score 38.7, need 65). | SELL engine validation failed (combined score 74.6, need 65). | BUY Strength : 36.92 | SELL Strength : 83.25 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 68.80 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 42.27 | SELL Score : 74.47 | BUY Probability : 31.58% | SELL Probability : 92.03% | R",54.34,1272.2,1272.2,1611.8,1253.2,1301.44,1317.49,1378.94,41.99,-5.69,24.37,24.56,1.03,0.98,RSI:41.99 STOCH:5.39 ADX:24.37,ATR:24.56,CMF:-0.33 MFI:40.28 VolRatio:1.03,NO,BEAR,NONE,NO,NO,74.47,92.03,54.34,83.25,74.47,54.34,28 of 39,92.03,42.27,42.93,7 of 39,31.58,False,1272.2,BEAR,NO_TRADE,REJECT,83.25,54.34,0,Decision engine rejected trade.,1223.08,1321.32,1358.16,1.0,0,,,,,95.0,53.5,100.0,74.47,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,18.18,63.17,42.93,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,75.76,36.83,54.34,58.0,Decision engine rejected trade.
396,2026-07-23,RPOWER.NS,Utilities,Utilities - Independent Power Producers,NO_TRADE,"BUY engine validation failed (combined score 31.2, need 65). | SELL engine validation failed (combined score 71.3, need 65). | BUY Strength : 28.28 | SELL Strength : 78.73 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 66.31 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 36.30 | SELL Score : 69.70 | BUY Probability : 20.26% | SELL Probability : 87.76% | R",53.88,23.44,23.44,63.7,20.17,24.82,25.69,32.0,19.95,-0.6,20.08,0.69,0.45,0.94,RSI:19.95 STOCH:13.33 ADX:20.08,ATR:0.69,CMF:-0.27 MFI:21.07 VolRatio:0.45,NO,BEAR,NONE,NO,NO,69.7,87.76,53.88,78.73,69.7,53.88,25 of 39,87.76,36.3,37.94,7 of 39,20.26,False,23.44,BEAR,NO_TRADE,REJECT,78.73,53.88,0,Decision engine rejected trade.,22.06,24.82,25.86,1.0,0,,,,,85.0,37.0,100.0,69.7,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,18.18,54.1,37.94,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,63.64,45.9,53.88,58.0,Decision engine rejected trade.
397,2026-07-23,SBFC.NS,Financial Services,Credit Services,NO_TRADE,"BUY engine validation failed (combined score 58.1, need 65). | SELL engine validation failed (combined score 43.7, need 65). | BUY Strength : 61.22 | SELL Strength : 44.23 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 56.03 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 56.57 | SELL Score : 46.68 | BUY Probability : 65.86% | SELL Probability : 41.78% | R",50.84,92.34,92.34,123.0,79.6,92.49,92.35,97.47,56.29,0.37,36.12,1.95,0.45,1.0,RSI:56.29 STOCH:45.15 ADX:36.12,ATR:1.95,CMF:-0.08 MFI:79.1 VolRatio:0.45,NO,NEUTRAL,NONE,NO,NO,56.57,65.86,50.84,61.22,46.68,42.34,18 of 39,41.78,56.57,50.84,13 of 39,65.86,False,92.34,BEAR,NO_TRADE,REJECT,61.22,50.84,0,Decision engine rejected trade.,88.44,96.24,99.17,1.0,0,,,,,25.0,57.13,100.0,56.57,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,33.33,65.17,50.84,58.0,False,ema_alignment=False; market_trend=True; sma_alignment=False,51.52,34.83,42.34,58.0,Decision engine rejected trade.
398,2026-07-23,SBICARD.NS,Financial Services,Credit Services,NO_TRADE,"BUY engine validation failed (combined score 71.3, need 65). | SELL engine validation failed (combined score 52.9, need 65). | BUY Strength : 74.02 | SELL Strength : 63.47 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 69.45 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 65.52 | SELL Score : 57.98 | BUY Probability : 82.52% | SELL Probability : 68.95% | R",64.88,626.85,626.85,965.0,565.45,623.89,625.81,716.01,59.29,8.09,19.01,17.74,1.0,1.01,RSI:59.29 STOCH:60.12 ADX:19.01,ATR:17.74,CMF:0.1 MFI:65.75 VolRatio:1.0,NO,NEUTRAL,NONE,NO,YES,65.52,82.52,64.88,74.02,57.98,28.3,11 of 39,68.95,65.52,64.88,20 of 39,82.52,False,626.85,SIDEWAYS,NO_TRADE,REJECT,74.02,64.88,0,Decision engine rejected trade.,591.37,662.33,688.94,1.0,0,,,,,45.0,65.15,100.0,65.52,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,54.55,73.33,64.88,58.0,False,ema_alignment=True; market_trend=False; sma_alignment=False,30.3,26.67,28.3,58.0,Decision engine rejected trade.
399,2026-07-23,SBILIFE.NS,Financial Services,Insurance - Life,NO_TRADE,"BUY engine validation failed (combined score 39.4, need 65). | SELL engine validation failed (combined score 61.7, need 65). | BUY Strength : 38.53 | SELL Strength : 66.52 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 58.51 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 43.27 | SELL Score : 59.98 | BUY Probability : 33.78% | SELL Probability : 73.07% | R",50.5,1806.7,1806.7,2132.0,1700.4,1815.56,1819.11,1873.58,53.76,8.92,49.24,39.61,0.49,1.0,RSI:53.76 STOCH:31.32 ADX:49.24,ATR:39.61,CMF:0.08 MFI:45.92 VolRatio:0.49,NO,NEUTRAL,NONE,NO,NO,59.98,73.07,50.5,66.52,59.98,50.5,21 of 39,73.07,43.27,41.32,11 of 39,33.78,False,1806.7,BEAR,NO_TRADE,REJECT,66.52,50.5,0,Decision engine rejected trade.,1727.48,1885.92,1945.34,1.0,0,,,,,50.0,30.14,100.0,59.98,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,30.3,50.33,41.32,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,51.52,49.67,50.5,58.0,Decision engine rejected trade.
400,2026-07-23,SJVN.NS,Utilities,Utilities - Renewable,NO_TRADE,"BUY engine validation failed (combined score 40.1, need 65). | SELL engine validation failed (combined score 71.6, need 65). | BUY Strength : 39.11 | SELL Strength : 79.41 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 66.41 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 43.63 | SELL Score : 70.37 | BUY Probability : 34.59% | SELL Probability : 88.46% | R",53.42,67.68,67.68,101.45,63.02,70.35,71.97,77.23,13.38,-1.23,32.63,1.17,1.16,0.96,RSI:13.38 STOCH:3.36 ADX:32.63,ATR:1.17,CMF:-0.41 MFI:11.75 VolRatio:1.16,NO,BEAR,NONE,NO,NO,70.37,88.46,53.42,79.41,70.37,53.42,26 of 39,88.46,43.63,42.49,8 of 39,34.59,False,67.68,BEAR,NO_TRADE,REJECT,79.41,53.42,0,Decision engine rejected trade.,65.34,70.02,71.78,1.0,0,,,,,85.0,47.55,100.0,70.37,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,21.21,59.9,42.49,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,69.7,40.1,53.42,58.0,Decision engine rejected trade.
401,2026-07-23,SRF.NS,Industrials,Conglomerates,NO_TRADE,"BUY engine validation failed (combined score 42.5, need 65). | SELL engine validation failed (combined score 75.6, need 65). | BUY Strength : 44.26 | SELL Strength : 81.53 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 71.57 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 46.70 | SELL Score : 72.55 | BUY Probability : 41.82% | SELL Probability : 90.51% | R",61.61,2622.7,2622.7,3260.4,2355.0,2787.14,2740.9,2781.16,39.32,23.4,16.93,92.15,3.96,0.94,RSI:39.32 STOCH:2.17 ADX:16.93,ATR:92.15,CMF:-0.19 MFI:38.32 VolRatio:3.96,NO,NEUTRAL,NONE,NO,NO,72.55,90.51,61.61,81.53,72.55,61.61,30 of 39,90.51,46.7,38.39,6 of 39,41.82,False,2622.7,BEAR,NO_TRADE,REJECT,81.53,61.61,0,Decision engine rejected trade.,2438.4,2807.0,2945.22,1.0,0,,,,,80.0,43.0,100.0,72.55,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,15.15,57.4,38.39,58.0,False,ema_alignment=False; market_trend=True; sma_alignment=False,84.85,42.6,61.61,58.0,Decision engine rejected trade.
402,2026-07-23,SAGILITY.NS,Healthcare,Health Information Services,NO_TRADE,"BUY engine validation failed (combined score 70.8, need 65). | SELL engine validation failed (combined score 53.5, need 65). | BUY Strength : 75.55 | SELL Strength : 61.43 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 67.62 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 66.80 | SELL Score : 56.70 | BUY Probability : 84.29% | SELL Probability : 66.15% | R",59.69,41.32,41.32,57.89,35.83,41.18,41.13,43.4,51.95,0.27,33.71,1.42,1.17,1.01,RSI:51.95 STOCH:45.95 ADX:33.71,ATR:1.42,CMF:-0.11 MFI:65.45 VolRatio:1.17,NO,NEUTRAL,NONE,NO,YES,66.8,84.29,59.69,75.55,56.7,34.86,13 of 39,66.15,66.8,59.69,18 of 39,84.29,False,41.32,SIDEWAYS,NO_TRADE,REJECT,75.55,59.69,0,Decision engine rejected trade.,38.48,44.16,46.29,1.0,0,,,,,40.0,57.0,100.0,66.8,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,48.48,68.85,59.69,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,39.39,31.15,34.86,58.0,Decision engine rejected trade.
403,2026-07-23,SAILIFE.NS,Healthcare,Diagnostics & Research,BUY,"BUY engine validation passed (combined score 69.9). | SELL engine validation failed (combined score 52.7, need 65). | BUY Strength : 74.81 | SELL Strength : 60.41 | BUY engine selected. | Trade Grade : B | Decision Quality : 71.68 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Bullish SMA alignment. | Price above VWAP. | Supertrend is bullish. | Price above Ichimoku Cloud. | Bullish mark",68.54,1250.5,1250.5,1300.0,778.5,1250.99,1198.76,1038.36,52.34,23.14,19.47,37.43,1.1,1.0,RSI:52.34 STOCH:54.55 ADX:19.47,ATR:37.43,CMF:0.13 MFI:63.42 VolRatio:1.1,NO,BULL,NONE,NO,NO,66.17,83.44,68.54,74.81,56.08,34.57,14 of 39,64.75,66.17,58.61,20 of 39,83.44,False,1250.5,BULL,BUY,REJECT,74.81,68.54,0,Insufficient historical candles.,1175.64,1325.36,1381.51,1.0,10,,,,,55.0,51.15,100.0,66.17,WATCH,,,Trade Grade : B,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,45.45,69.38,58.61,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,39.39,30.62,34.57,58.0,Insufficient historical candles.
404,2026-07-23,SAMMAANCAP.NS,Financial Services,Mortgage Finance,NO_TRADE,"BUY engine validation failed (combined score 48.9, need 65). | SELL engine validation failed (combined score 59.8, need 65). | BUY Strength : 51.48 | SELL Strength : 65.66 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 55.86 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 50.85 | SELL Score : 59.40 | BUY Probability : 52.12% | SELL Probability : 71.91% | R",46.06,163.59,163.59,192.95,114.1,166.53,165.52,154.81,34.74,-1.97,22.9,4.84,0.65,0.98,RSI:34.74 STOCH:19.92 ADX:22.9,ATR:4.84,CMF:-0.23 MFI:50.9 VolRatio:0.65,NO,NEUTRAL,NONE,NO,NO,59.4,71.91,46.06,65.66,59.4,46.06,16 of 39,71.91,50.85,43.03,12 of 39,52.12,False,163.59,SIDEWAYS,NO_TRADE,REJECT,65.66,46.06,0,Decision engine rejected trade.,153.91,173.27,180.53,1.0,0,,,,,40.0,29.0,100.0,59.4,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=True; market_trend=False; sma_alignment=False,30.3,53.45,43.03,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,45.45,46.55,46.06,58.0,Decision engine rejected trade.
405,2026-07-23,MOTHERSON.NS,Consumer Cyclical,Auto Parts,BUY,"BUY engine validation passed (combined score 72.9). | SELL engine validation failed (combined score 40.9, need 65). | BUY Strength : 74.56 | SELL Strength : 47.43 | BUY engine selected. | Trade Grade : B | Decision Quality : 74.58 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Bullish SMA alignment. | Price above EMA20. | Price above VWAP. | Supertrend is bullish. | Price above Ichimoku ",74.6,145.57,145.57,155.25,89.7,144.22,141.08,125.92,48.14,0.31,29.11,3.95,0.9,1.0,RSI:48.14 STOCH:73.28 ADX:29.11,ATR:3.95,CMF:-0.11 MFI:50.98 VolRatio:0.9,NO,BULL,BULLISH_ENGULFING,NO,YES,65.97,83.16,74.6,74.56,48.53,25.65,9 of 39,46.33,65.97,68.9,27 of 39,83.16,True,145.57,BULL,BUY,ACCEPT,74.56,74.6,52,OK,137.67,153.47,159.39,1.0,10,,,,,55.0,58.1,100.0,65.97,WATCH,,,Trade Grade : B,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,63.64,73.2,68.9,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,24.24,26.8,25.65,58.0,
406,2026-07-23,SAPPHIRE.NS,Consumer Cyclical,Restaurants,NO_TRADE,"BUY engine validation failed (combined score 45.2, need 65). | SELL engine validation failed (combined score 57.4, need 65). | BUY Strength : 44.57 | SELL Strength : 60.91 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 55.12 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 46.88 | SELL Score : 56.38 | BUY Probability : 42.26% | SELL Probability : 65.43% | R",49.34,180.45,180.45,356.75,139.91,182.46,182.18,213.51,42.78,0.01,30.63,5.55,0.88,0.99,RSI:42.78 STOCH:46.35 ADX:30.63,ATR:5.55,CMF:0.1 MFI:65.7 VolRatio:0.88,NO,BULL,NONE,NO,NO,56.38,65.43,49.34,60.91,56.38,49.34,21 of 39,65.43,46.88,46.57,11 of 39,42.26,False,180.45,BEAR,NO_TRADE,REJECT,60.91,49.34,0,Decision engine rejected trade.,169.35,191.55,199.88,1.0,0,,,,,50.0,47.5,100.0,56.38,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,30.3,59.88,46.57,58.0,False,ema_alignment=False; market_trend=True; sma_alignment=False,60.61,40.12,49.34,58.0,Decision engine rejected trade.
407,2026-07-23,SARDAEN.NS,Basic Materials,Steel,NO_TRADE,"BUY engine validation failed (combined score 43.7, need 65). | SELL engine validation failed (combined score 60.1, need 65). | BUY Strength : 42.14 | SELL Strength : 66.25 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 56.81 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 45.45 | SELL Score : 59.80 | BUY Probability : 38.82% | SELL Probability : 72.71% | R",47.37,499.4,499.4,639.75,429.3,503.91,517.42,521.85,49.25,-6.04,29.51,11.78,0.53,1.0,RSI:49.25 STOCH:32.1 ADX:29.51,ATR:11.78,CMF:-0.21 MFI:53.96 VolRatio:0.53,NO,BEAR,BEARISH_ENGULFING,NO,NO,59.8,72.71,47.37,66.25,59.8,45.81,22 of 39,72.71,45.45,47.37,10 of 39,38.82,False,499.4,BEAR,NO_TRADE,REJECT,66.25,47.37,0,Decision engine rejected trade.,475.84,522.96,540.63,1.0,0,,,,,60.0,54.66,100.0,59.8,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,27.27,63.81,47.37,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,57.58,36.19,45.81,58.0,Decision engine rejected trade.
408,2026-07-23,SAREGAMA.NS,Communication Services,Entertainment,BUY,"BUY engine validation passed (combined score 69.4). | SELL engine validation failed (combined score 39.8, need 65). | BUY Strength : 71.68 | SELL Strength : 44.91 | BUY engine selected. | Trade Grade : B | Decision Quality : 71.00 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Bullish SMA alignment. | Price above EMA20. | Price above VWAP. | Supertrend is bullish. | Price above Ichimoku ",70.31,489.4,489.4,519.8,307.05,485.62,455.71,415.41,48.64,12.69,19.34,20.95,0.59,1.0,RSI:48.64 STOCH:60.24 ADX:19.34,ATR:20.95,CMF:0.27 MFI:71.09 VolRatio:0.59,NO,BULL,BEARISH_ENGULFING,NO,NO,63.67,79.69,70.31,71.68,47.08,27.75,9 of 39,42.75,63.67,64.06,24 of 39,79.69,False,489.4,BULL,BUY,REJECT,71.68,70.31,0,Insufficient historical candles.,447.5,531.3,562.73,1.0,10,,,,,55.0,51.13,100.0,63.67,WATCH,,,Trade Grade : B,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,57.58,69.37,64.06,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,24.24,30.63,27.75,58.0,Insufficient historical candles.
409,2026-07-23,SCHAEFFLER.NS,Consumer Cyclical,Auto Parts,BUY,"BUY engine validation passed (combined score 81.8). | SELL engine validation failed (combined score 37.1, need 65). | BUY Strength : 86.04 | SELL Strength : 43.27 | BUY engine selected. | Trade Grade : B+ | Decision Quality : 83.45 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Bullish SMA alignment. | Price above EMA20. | Price above VWAP. | Supertrend is bullish. | Price above Ichimoku",80.86,4199.2,4199.2,4467.7,3518.4,4141.46,4120.77,4055.68,62.66,10.56,22.71,86.23,1.05,1.02,RSI:62.66 STOCH:89.52 ADX:22.71,ATR:86.23,CMF:-0.16 MFI:80.37 VolRatio:1.05,NO,BULL,NONE,NO,YES,77.88,94.2,80.86,86.04,46.12,22.58,7 of 39,40.42,77.88,71.97,29 of 39,94.2,False,4199.2,BULL,BUY,REJECT,86.04,80.86,0,Insufficient historical candles.,4026.74,4371.66,4501.01,1.0,15,,,,,85.0,59.22,100.0,77.88,WATCH,,,Trade Grade : B+,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,69.7,73.82,71.97,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,18.18,26.18,22.58,58.0,Insufficient historical candles.
410,2026-07-23,SCHNEIDER.NS,Industrials,Electrical Equipment & Parts,NO_TRADE,"BUY engine validation failed (combined score 60.7, need 65). | SELL engine validation failed (combined score 50.9, need 65). | BUY Strength : 64.08 | SELL Strength : 54.15 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 58.42 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 58.37 | SELL Score : 52.38 | BUY Probability : 69.78% | SELL Probability : 55.92% | R",52.76,1342.3,1342.3,1548.0,571.85,1362.69,1303.65,1069.16,36.78,8.2,39.03,58.34,0.31,0.96,RSI:36.78 STOCH:27.8 ADX:39.03,ATR:58.34,CMF:0.05 MFI:55.98 VolRatio:0.31,NO,BULL,NONE,NO,NO,58.37,69.78,52.76,64.08,52.38,43.15,19 of 39,55.92,58.37,52.76,18 of 39,69.78,False,1342.3,BULL,NO_TRADE,REJECT,64.08,52.76,0,Decision engine rejected trade.,1225.62,1458.98,1546.49,1.0,0,,,,,30.0,40.82,100.0,58.37,,,,Trade Grade : REJECT,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,39.39,63.7,52.76,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,51.52,36.3,43.15,58.0,Decision engine rejected trade.
411,2026-07-23,SCI.NS,Industrials,Marine Shipping,NO_TRADE,"BUY engine validation failed (combined score 47.1, need 65). | SELL engine validation failed (combined score 62.5, need 65). | BUY Strength : 47.03 | SELL Strength : 69.70 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 58.56 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 48.30 | SELL Score : 62.20 | BUY Probability : 45.76% | SELL Probability : 77.21% | R",47.41,268.6,268.6,368.75,195.55,286.81,292.83,268.02,22.81,-8.2,48.25,8.77,0.65,0.93,RSI:22.81 STOCH:7.09 ADX:48.25,ATR:8.77,CMF:-0.33 MFI:33.99 VolRatio:0.65,NO,BEAR,NONE,NO,NO,62.2,77.21,47.41,69.7,62.2,45.77,21 of 39,77.21,48.3,47.41,9 of 39,45.76,False,268.6,SIDEWAYS,NO_TRADE,REJECT,69.7,47.41,0,Decision engine rejected trade.,251.06,286.14,299.3,1.0,0,,,,,60.0,57.0,100.0,62.2,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,21.21,68.85,47.41,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,63.64,31.15,45.77,58.0,Decision engine rejected trade.
412,2026-07-23,SHREECEM.NS,Basic Materials,Building Materials,NO_TRADE,"BUY engine validation failed (combined score 59.5, need 65). | SELL engine validation failed (combined score 48.4, need 65). | BUY Strength : 60.28 | SELL Strength : 53.92 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 58.92 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 56.00 | SELL Score : 52.25 | BUY Probability : 64.57% | SELL Probability : 55.60% | R",57.57,26720.0,26720.0,32490.0,22550.0,26337.32,25717.0,26419.21,54.94,456.06,30.45,570.36,0.59,1.01,RSI:54.94 STOCH:61.82 ADX:30.45,ATR:570.36,CMF:-0.14 MFI:67.31 VolRatio:0.59,NO,BULL,BEARISH_ENGULFING,NO,NO,56.0,64.57,57.57,60.28,52.25,35.61,12 of 39,55.6,56.0,57.57,17 of 39,64.57,False,26720.0,SIDEWAYS,NO_TRADE,REJECT,60.28,57.57,0,Decision engine rejected trade.,25579.28,27860.72,28716.26,1.0,0,,,,,35.0,50.0,100.0,56.0,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,48.48,65.0,57.57,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,36.36,35.0,35.61,58.0,Decision engine rejected trade.
413,2026-07-23,SHRIRAMFIN.NS,Financial Services,Credit Services,NO_TRADE,"BUY engine validation failed (combined score 67.1, need 65). | SELL engine validation failed (combined score 58.4, need 65). | BUY Strength : 72.43 | SELL Strength : 65.05 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 63.48 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 64.25 | SELL Score : 59.00 | BUY Probability : 80.61% | SELL Probability : 71.09% | R",54.53,1025.8,1025.8,1108.0,566.5,1031.95,1007.82,927.7,41.72,12.72,26.11,31.19,1.27,0.98,RSI:41.72 STOCH:25.27 ADX:26.11,ATR:31.19,CMF:-0.16 MFI:53.27 VolRatio:1.27,NO,BULL,NONE,NO,NO,64.25,80.61,54.53,72.43,59.0,42.74,19 of 39,71.09,64.25,54.53,18 of 39,80.61,False,1025.8,BULL,NO_TRADE,REJECT,72.43,54.53,0,Decision engine rejected trade.,963.42,1088.18,1134.96,1.0,0,,,,,45.0,46.66,100.0,64.25,,,,Trade Grade : REJECT,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,39.39,66.91,54.53,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,54.55,33.09,42.74,58.0,Decision engine rejected trade.
414,2026-07-23,SHYAMMETL.NS,Basic Materials,Steel,BUY,"BUY engine validation passed (combined score 75.6). | SELL engine validation failed (combined score 30.0, need 65). | BUY Strength : 78.57 | SELL Strength : 32.28 | BUY engine selected. | Trade Grade : B | Decision Quality : 77.38 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Bullish SMA alignment. | Price above EMA20. | Price above VWAP. | Supertrend is bullish. | Price above Ichimoku ",76.18,1030.15,1030.15,1090.0,746.0,1002.29,965.44,904.68,63.34,24.82,35.95,37.07,0.43,1.04,RSI:63.34 STOCH:65.58 ADX:35.95,ATR:37.07,CMF:0.08 MFI:84.69 VolRatio:0.43,NO,BULL,NONE,NO,NO,69.55,87.6,76.18,78.57,39.2,24.62,8 of 39,25.35,69.55,68.57,27 of 39,87.6,False,1030.15,BULL,BUY,REJECT,78.57,76.18,0,Insufficient historical candles.,956.01,1104.29,1159.89,1.0,10,,,,,75.0,57.0,100.0,69.55,WATCH,,,Trade Grade : B,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,63.64,72.6,68.57,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,21.21,27.4,24.62,58.0,Insufficient historical candles.
